id,query,document
2_m_69,"Extended parental leave for working fathers","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_70,"Extending paternal leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_71,"should dads get extended parental leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_72,"paternal leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_73,"Work at home Dad","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_74,"Government policy on paternal leave from work","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_75,"Men Parental Leave Rights","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_76,"How dads can get extended parental leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_77,"What is the extended parental leave for dads","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_78,"getting child care for working dads","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_79,"What are the rules about extends Parental Leave for men","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_80,"Parental leave for working dads","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_81,"holidays fathers working","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_82,"Paternity leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_83,"Paternity leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_84,"Paternal leave ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_85,"Extended parental leave for dads","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_86,"Childcare for working dads","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_87,"Extending paternity leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_88,"Child Care Working Dad","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_89,"What is the parental leave for fathers","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_90,"As a Dad should i take more parental leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_91,"Paternity leave ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_92,"extended paternity ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_93,"work and parental leave balance for men","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_94,"Father parental leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_95,"How much parental leave should working dads get ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_96,"Can I take parental leave?","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_97,"child care an advise for the committed working dad","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_98,"paternity leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_99,"father parental leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_100,"dad child care leave relationship","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_101,"Legal Parental leave for men","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_102,"parental leave for dad","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_103,"Is it ok for working dads to take extended parental leave?","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_104,"is childcare for women only ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_105,"parental leave for dads studies","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_106,"Parental leave for men implications","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_107,"dad working parental leave policy","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_108,"Male Maternity leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_109,"How much time do dads get off on paternity ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_110,"paternity leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_111,"paternaty leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_112,"how long is extended parental leave","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_113,"Parental leave for men","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_114,"What labour market can working dads explore","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_115,"Men's parental leave ","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_116,"parental leave for working dads and child care","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_117,"Childcare for dads","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_m_118,"child care working parents","Child Care and Working Dad: Extended Parental Leave For Dads The authors investigate the relationship between family policy and men's attachment to the labor market and focus specifically on policy feedback on men's subjective work commitment."
2_f_0,"working mums and childcare","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_1,"parental leave policy","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_2,"working mother's childcare problems","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_3,"Effect of extended parental leave working mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_4,"extended maternity leave for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_5,"When should  women go back to work after having a  baby","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_6,"childcare","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_7,"working mums parental leave policy","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_8,"can i get extended parental leave for women working","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_9,"Extended parental leave for Moms child care and working mom","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_10,"Childcare end maternity leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_11,"Parental leave for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_12,"How to make my maternity leave longer ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_13,"Info on parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_14,"maternity leave for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_15,"What leave am I entitled to as a new mum","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_16,"extended parental leave for working moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_17,"how to deal with extended parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_18,"Maternity leave laws","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_19,"current maternity leave trends","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_20,"Parental leave for working mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_21,"Childcare and parental leave for moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_22,"How to work full-time and arrange child care?","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_23,"Extended parental leave for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_24,"Childcare options working parents entitlement ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_25,"Parental leave for moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_26,"will there be an extended parental leave for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_27,"mother parental leave work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_28,"what child care is available for working mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_29,"Am I entitled to extended parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_30,"commitment of women at work an family policy","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_31,"how can I go back to work now I'm a mother?","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_32,"Parental leave for moms, should i go back to work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_33,"parental leave at work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_34,"How to be a mum and look after your kid","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_35,"working mums and child care policy","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_36,"what is paretnal leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_37,"parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_38,"Should I extend my maternity leave or go back to work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_39,"child care and extended parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_40,"The effects of maternity leave on careers ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_41,"Women in the workplace and childcare","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_42,"Going back to work child care ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_43,"How to get longer parental leave for working mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_44,"Parental leave for moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_45,"Mom childcare parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_46,"child care options","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_47,"whats the rules for extended parternity leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_48,"How much parental leave am i entitled to","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_49,"Parental leave women","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_50,"Extended parental leave for childcare","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_51,"working mom parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_52,"Extended parental leave for moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_53,"how to take extended parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_54,"extended parental leave ffor working moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_55,"Should I go back to work as a mom","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_56,"how does extended parental leave affect the labor market","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_57,"Returning to work mom child care labor market","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_58,"How are women at work affected by family policy","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_59," childcare  + working mums  + parental leave policy ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_60,"How does having children affect returning to work ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_61,"study extended parental leave mothers","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_62,"Parental leave policy affects on labour market. ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_63,"parental leave ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_64,"Factors involved in working moms and childcare","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_65,"Child care for working moms ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_66,"Maternity leave in the workplace","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_67,"Child care ideas for mums returning to work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_68,"Maternity leave effect on work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_69,"Useful information for full time mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_70,"policy feedback on extended parental leave for working moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_71,"Does childbirth change a woman’s commitment to work?","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_72,"parental leave ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_73,"Parental leave policies for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_74,"Extended parental leave for mums in the labour market.","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_75,"Extended parental leave moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_76,"childcare for working moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_77,"Career break mother","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_78,"extended maternity leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_79,"Extended parental leave for mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_80,"Childcare working Mom ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_81,"child care working mom","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_82,"parental leave for expectant mothers","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_83,"What are the parental leave rights for women? ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_84,"Child care entitlement ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_85,"Women's maternity leave ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_86,"parental leave for moms","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_87,"Child care for working mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_88,"Extended parental leave for mum's that work","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_89,"child care options for moms who want to take parental leave ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_90,"Working mums and child care","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_91,"Can you extend maternity leave ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_92,"Extended parental leave for mothers","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_93,"maternal leave extension","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_94,"mothers parental leave policy","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_95,"working mom's parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_96,"extended leave for working mums","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_97,"Is the amount of parental leave women get fair?","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_98,"How long do I get off for parental leave","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_99,"Should women work with small childeren","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_100,"Am I eligable for an extended parental leave as a mother?","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_101,"moms parental leave entitlement","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_102,"Child care ","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
2_f_103,"Extended parental leave effects","Child Care and Working Mom: Extended Parental Leave For Moms The authors investigate the relationship between family policy and women's attachment to the labor market and focus specifically on policy feedback on women's subjective work commitment."
